Piece ID,CBM per Piece,Grade,Last Movement,Length (mm),Lots,Material,Material Status,Material Type,Net Movement,Original Qty,Rack,Remaining Qty,Thickness (mm),Transactions,Unit,Width (mm)
RL-PMD-031,0.006,B Grade,,2750,RL-0307-008 5Wide (https://app.notion.com/p/RL-0307-008-5Wide-3b3587ac8c788019aea3cab5301a5bbd?pvs=21),20x50 Moulded B relocation (https://app.notion.com/p/20x50-Moulded-B-relocation-3b3587ac8c78807bae60ec933a25fafc?pvs=21),🟢 Available,🪑 Finished Goods,0,2,,2,20,,PCS,50
RL-PMD-032,0.003,B Grade,,2550,RL-0307-008 5Wide (https://app.notion.com/p/RL-0307-008-5Wide-3b3587ac8c788019aea3cab5301a5bbd?pvs=21),20x50 Moulded B relocation (https://app.notion.com/p/20x50-Moulded-B-relocation-3b3587ac8c78807bae60ec933a25fafc?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,20,,PCS,50
RL-PMD-033,0.002,B Grade,,2000,RL-0307-008 5Wide (https://app.notion.com/p/RL-0307-008-5Wide-3b3587ac8c788019aea3cab5301a5bbd?pvs=21),20x50 Moulded B relocation (https://app.notion.com/p/20x50-Moulded-B-relocation-3b3587ac8c78807bae60ec933a25fafc?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,20,,PCS,50
RL-PMD-034,0.003,B Grade,,3400,RL-0307-008 5Wide (https://app.notion.com/p/RL-0307-008-5Wide-3b3587ac8c788019aea3cab5301a5bbd?pvs=21),20x50 Moulded B relocation (https://app.notion.com/p/20x50-Moulded-B-relocation-3b3587ac8c78807bae60ec933a25fafc?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,20,,PCS,50
RL-PMD-035,0.003,B Grade,,2800,RL-0307-008 5Wide (https://app.notion.com/p/RL-0307-008-5Wide-3b3587ac8c788019aea3cab5301a5bbd?pvs=21),20x50 Moulded B relocation (https://app.notion.com/p/20x50-Moulded-B-relocation-3b3587ac8c78807bae60ec933a25fafc?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,20,,PCS,50
RL-PMD-036,0.002,B Grade,,2400,RL-0307-008 5Wide (https://app.notion.com/p/RL-0307-008-5Wide-3b3587ac8c788019aea3cab5301a5bbd?pvs=21),20x50 Moulded B relocation (https://app.notion.com/p/20x50-Moulded-B-relocation-3b3587ac8c78807bae60ec933a25fafc?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,20,,PCS,50
RL-PMD-037,0.002,B Grade,,2100,RL-0307-008 5Wide (https://app.notion.com/p/RL-0307-008-5Wide-3b3587ac8c788019aea3cab5301a5bbd?pvs=21),20x50 Moulded B relocation (https://app.notion.com/p/20x50-Moulded-B-relocation-3b3587ac8c78807bae60ec933a25fafc?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,20,,PCS,50
WH-PRS2-001,0.001,B Grade,🔴 Adjustment,800,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,25,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,65
WH-PRS3-001,0.002,B Grade,,1700,WH-0507-001 30Thick (https://app.notion.com/p/WH-0507-001-30Thick-3b3587ac8c7880f19ab7d6efcd7db144?pvs=21),30Thick Roughsawn (https://app.notion.com/p/30Thick-Roughsawn-3b3587ac8c7880629c0bc2cbeea8ccd4?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,30,,PCS,30
WH-PRS4-002,0.004,B Grade,,2200,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,40
WH-PRS2-002,0.002,B Grade,🔴 Adjustment,1200,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,22,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-003,0.004,B Grade,🔴 Adjustment,2000,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,25,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-004,0.001,B Grade,🔴 Adjustment,500,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,27,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,65
WH-PRS2-005,0.002,B Grade,🔴 Adjustment,1400,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,65
WH-PRS2-006,0.006,B Grade,🔴 Adjustment,1600,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,5,,5,20,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,40
WH-PRS2-007,0.000,B Grade,🔴 Adjustment,400,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,25,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,40
WH-PRS2-008,0.001,B Grade,🔴 Adjustment,500,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,23,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,130
WH-PRS4-001,0.005,B Grade,,1600,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,85
WH-PRS2-009,0.003,B Grade,🔴 Adjustment,1850,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,26,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,55
WH-PRS2-010,0.003,B Grade,🔴 Adjustment,1400,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,23,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-011,0.002,B Grade,🔴 Adjustment,1350,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,20,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,60
WH-PRS2-012,0.004,B Grade,🔴 Adjustment,1650,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,26,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,85
WH-PRS2-013,0.003,B Grade,🔴 Adjustment,1750,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,23,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-014,0.001,B Grade,🔴 Adjustment,800,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,65
WH-PRS2-015,0.002,B Grade,🔴 Adjustment,800,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,25,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,90
WH-PRS2-016,0.002,B Grade,🔴 Adjustment,850,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,27,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,85
WH-PRS2-017,0.002,B Grade,🔴 Adjustment,1300,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,21,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS4-003,0.003,B Grade,,1950,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,40
WH-PRS4-004,0.005,B Grade,,2650,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,45,,PCS,45
WH-PRS4-005,0.002,B Grade,,1300,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,40
WH-PRS4-006,0.001,B Grade,,900,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,40
WH-PRS4-007,0.006,B Grade,,1800,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,80
WH-PRS4-008,0.002,B Grade,,1450,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,40
WH-PRS4-009,0.008,B Grade,,1800,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,116
WH-PRS4-010,0.002,B Grade,,1400,WH-0507-001 40Thick (https://app.notion.com/p/WH-0507-001-40Thick-3b3587ac8c78806eb7cec1c836e1eda6?pvs=21),40Thick Roughsawn (https://app.notion.com/p/40Thick-Roughsawn-3b3587ac8c7880c49ad5dceacf826725?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,40,,PCS,40
WH-PRS2-018,0.004,B Grade,🔴 Adjustment,1550,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,100
WH-PRS2-019,0.003,B Grade,🔴 Adjustment,1550,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,25,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-020,0.002,B Grade,🔴 Adjustment,850,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,20,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,125
WH-PRS2-021,0.002,B Grade,🔴 Adjustment,1050,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,95
WH-PRS2-022,0.003,B Grade,🔴 Adjustment,1600,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,85
WH-PRS2-023,0.001,B Grade,🔴 Adjustment,900,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,23,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,65
WH-PRS2-024,0.001,B Grade,🔴 Adjustment,1400,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,40
WH-PRS2-025,0.002,B Grade,🔴 Adjustment,950,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,100
WH-PRS2-026,0.003,B Grade,🔴 Adjustment,1500,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,20,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,85
WH-PRS2-027,0.003,B Grade,🔴 Adjustment,1550,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,22,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-028,0.002,B Grade,🔴 Adjustment,950,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,25,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-029,0.002,B Grade,🔴 Adjustment,850,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,100
WH-PRS2-030,0.001,B Grade,🔴 Adjustment,900,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,40
WH-PRS2-031,0.002,B Grade,🔴 Adjustment,900,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,90
WH-PRS2-032,0.002,B Grade,🔴 Adjustment,1250,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,22,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-033,0.001,B Grade,🔴 Adjustment,1300,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,40
WH-PRS2-034,0.002,B Grade,🔴 Adjustment,1000,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-035,0.001,B Grade,🔴 Adjustment,900,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,65
WH-PRS2-036,0.001,B Grade,🔴 Adjustment,800,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,65
WH-PRS2-037,0.002,B Grade,🔴 Adjustment,1350,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,23,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-038,0.014,B Grade,🔴 Adjustment,3500,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,26,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,155
WH-PRS2-039,0.003,B Grade,🔴 Adjustment,1500,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,25,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,90
WH-PRS2-040,0.002,B Grade,🔴 Adjustment,1100,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,24,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,80
WH-PRS2-041,0.003,B Grade,🔴 Adjustment,1000,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,🌲 Raw Material,0,1,,1,21,TRS/WH/050726/001 (https://app.notion.com/p/TRS-WH-050726-001-3b3587ac8c7880b19b8ffb4155174636?pvs=21),,125
