Piece ID,CBM per Piece,Grade,Last Movement,Length (mm),Lots,Material,Material Status,Material Type,Net Movement,Original Qty,Rack,Remaining Qty,Thickness (mm),Transactions,Unit,Width (mm)
WH-PLM100-1108-02,0.003,AAA,,1100,,100 up Width AAA Moulded (https://app.notion.com/p/100-up-Width-AAA-Moulded-3b9587ac8c788057bc52e624e328e194?pvs=21),🟢 Available,,0,1,Rack A4 (https://app.notion.com/p/Rack-A4-3ba587ac8c7880caa166d107641b3a03?pvs=21),1,24,,,100
WH-PLM100-1108-03,0.004,AAA,,1650,,100 up Width AAA Moulded (https://app.notion.com/p/100-up-Width-AAA-Moulded-3b9587ac8c788057bc52e624e328e194?pvs=21),🟢 Available,,0,1,Rack A4 (https://app.notion.com/p/Rack-A4-3ba587ac8c7880caa166d107641b3a03?pvs=21),1,24,,,110
WH-PLM100-1108-04,0.008,AAA,,1100,,100 up Width AAA Moulded (https://app.notion.com/p/100-up-Width-AAA-Moulded-3b9587ac8c788057bc52e624e328e194?pvs=21),🟢 Available,,0,2,Rack A4 (https://app.notion.com/p/Rack-A4-3ba587ac8c7880caa166d107641b3a03?pvs=21),2,24,,,150
WH-PLM100-1108-05,0.004,AAA,,1100,,100 up Width AAA Moulded (https://app.notion.com/p/100-up-Width-AAA-Moulded-3b9587ac8c788057bc52e624e328e194?pvs=21),🟢 Available,,0,1,Rack A4 (https://app.notion.com/p/Rack-A4-3ba587ac8c7880caa166d107641b3a03?pvs=21),1,25,,,150
,0.000,,,,,,🔴 Out of Stock,,0,,,0,,,,
WH-PLM4-0826-037,0.010,AAA,,1500,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,6,,6,27,,,40
WH-PLM4-0826-036,0.003,AAA,,1550,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,27,,,40
WH-PLM4-0826-035,0.007,AAA,,1600,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,4,,4,27,,,40
WH-PLM4-0826-034,0.007,AAA,,1650,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,4,,4,27,,,40
WH-PLM4-0826-033,0.001,AAA,,1700,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,1,,1,21,,,40
WH-PLM4-0826-032,0.004,AAA,,1700,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,27,,,40
WH-PLM4-0826-031,0.001,AAA,,1750,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,1,,1,21,,,40
WH-PLM4-0826-030,0.001,AAA,,1750,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,1,,1,21,,,40
WH-PLM4-0826-029,0.006,AAA,,1750,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,27,,,40
WH-PLM4-0826-028,0.006,AAA,,1800,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,4,,4,21,,,40
WH-PLM4-0826-027,0.003,AAA,,1850,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,21,,,40
WH-PLM4-0826-026,0.002,AAA,,1900,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,1,,1,21,,,40
WH-PLM4-0826-025,0.006,AAA,,1900,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,27,,,40
WH-PLM4-0826-024,0.004,AAA,,1950,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,27,,,40
WH-PLM4-0826-023,0.011,AAA,,2000,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,5,,5,27,,,40
WH-PLM4-0826-022,0.003,AAA,,2050,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,21,,,40
WH-PLM4-0826-021,0.009,AAA,,2050,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,4,,4,27,,,40
WH-PLM4-0826-020,0.007,AAA,,2100,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,27,,,40
WH-PLM4-0826-019,0.004,AAA,,2150,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,21,,,40
WH-PLM4-0826-018,0.006,AAA,,2200,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,21,,,40
WH-PLM4-0826-017,0.007,AAA,,2250,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,27,,,40
WH-PLM4-0826-016,0.004,AAA,,2300,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,21,,,40
WH-PLM4-0826-015,0.010,AAA,,2350,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,4,,4,27,,,40
WH-PLM4-0826-013,0.006,AAA,,2400,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,21,,,40
WH-PLM4-0826-012,0.005,AAA,,2400,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,27,,,40
WH-PLM4-0826-011,0.003,AAA,,2500,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,1,,1,27,,,40
WH-PLM4-0826-010,0.003,AAA,,2600,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,1,,1,27,,,40
WH-PLM4-0826-009,0.007,AAA,,2650,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,21,,,40
WH-PLM4-0826-008,0.005,AAA,,2700,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,21,,,40
WH-PLM4-0826-007,0.002,AAA,,2800,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,1,,1,21,,,40
WH-PLM4-0826-006,0.005,AAA,,2850,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,2,,2,21,,,40
WH-PLM4-0826-005,0.007,AAA,,2900,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,21,,,40
WH-PLM4-0826-004,0.010,AAA,,3000,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,,0,3,,3,27,,,40
WH-PLM4-0826-003,0.004,AAA,,3250,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,27,,,40
WH-PLM4-0826-002,0.004,AAA,,3600,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,27,,,40
WH-PLM4-0826-001,0.004,AAA,,4000,,40 Width AAA Molded (https://app.notion.com/p/40-Width-AAA-Molded-3ba587ac8c7880898a85f89ed6b0eb39?pvs=21),🟢 Available,🪑 Finished Goods,0,1,,1,27,,,40
WH-PLM50-064,0.024,,,1500,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,12,,12,27,,,50
WH-PLM50-063,0.010,,,1550,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,5,,5,27,,,50
WH-PLM50-062,0.013,,,1600,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,6,,6,27,,,50
WH-PLM50-061,0.020,,,1650,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,9,,9,27,,,50
WH-PLM50-060,0.002,,,1700,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,21,,,50
WH-PLM50-059,0.014,,,1700,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,6,,6,27,,,50
WH-PLM50-058,0.028,,,1750,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,12,,12,27,,,50
WH-PLM50-057,0.008,,,1800,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,4,,4,21,,,50
WH-PLM50-056,0.022,,,1800,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,9,,9,27,,,50
WH-PLM50-054,0.002,,,1850,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,21,,,50
WH-PLM50-053,0.007,,,1850,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,3,,3,27,,,50
WH-PLM50-052,0.012,,,1900,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,6,,6,21,,,50
WH-PLM50-051,0.021,,,1900,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,8,,8,27,,,50
WH-PLM50-050,0.002,,,1950,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,21,,,50
WH-PLM50-049,0.018,,,1950,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,7,,7,27,,,50
WH-PLM50-048,0.004,,,2000,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,21,,,50
WH-PLM50-047,0.027,,,2000,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,10,,10,27,,,50
WH-PLM50-046,0.006,,,2050,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,27,,,50
WH-PLM50-045,0.011,,,2100,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,5,,5,21,,,50
WH-PLM50-044,0.028,,,2100,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,10,,10,27,,,50
WH-PLM50-043,0.011,,,2150,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,5,,5,21,,,50
WH-PLM50-042,0.017,,,2150,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,6,,6,27,,,50
WH-PLM50-041,0.005,,,2200,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,21,,,50
WH-PLM50-040,0.021,,,2200,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,7,,7,27,,,50
WH-PLM50-039,0.012,,,2250,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,5,,5,21,,,50
WH-PLM50-038,0.009,,,2250,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,3,,3,27,,,50
WH-PLM50-037,0.025,,,2300,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,8,,8,27,,,50
WH-PLM50-036,0.010,,,2350,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,3,,3,27,,,50
WH-PLM50-035,0.008,,,2400,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,3,,3,21,,,50
WH-PLM50-034,0.039,,,2400,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,12,,12,27,,,50
WH-PLM50-033,0.013,,,2450,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,4,,4,27,,,50
WH-PLM50-032,0.005,,,2500,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,21,,,50
WH-PLM50-031,0.020,,,2500,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,6,,6,27,,,50
WH-PLM50-030,0.010,,,2550,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,3,,3,27,,,50
WH-PLM50-029,0.005,,,2600,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,21,,,50
WH-PLM50-028,0.014,,,2600,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,4,,4,27,,,50
WH-PLM50-027,0.003,,,2650,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,21,,,50
WH-PLM50-026,0.004,,,2650,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,27,,,50
WH-PLM50-025,0.011,,,2700,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,4,,4,21,,,50
WH-PLM50-024,0.022,,,2700,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,6,,6,27,,,50
WH-PLM50-023,0.012,,,2750,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,4,,4,21,,,50
WH-PLM50-022,0.022,,,2750,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,6,,6,27,,,50
WH-PLM50-021,0.011,,,2800,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,3,,3,27,,,50
WH-PLM50-020,0.009,,,2850,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,3,,3,21,,,50
WH-PLM50-019,0.015,,,2850,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,4,,4,27,,,50
WH-PLM50-018,0.027,,,2900,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,9,,9,21,,,50
WH-PLM50-017,0.020,,,2900,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,5,,5,27,,,50
WH-PLM50-016,0.006,,,2950,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,21,,,50
WH-PLM50-015,0.004,,,2950,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,27,,,50
WH-PLM50-014,0.013,,,3000,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,4,,4,21,,,50
WH-PLM50-013,0.008,,,3000,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,27,,,50
WH-PLM50-012,0.007,,,3100,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,21,,,50
WH-PLM50-011,0.017,,,3100,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,4,,4,27,,PCS,50
WH-PLM50-010,0.003,,,3150,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,21,,PCS,50
WH-PLM50-009,0.013,,,3150,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,3,,3,27,,PCS,50
WH-PLM50-008,0.043,,,3200,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,10,,10,27,,PCS,50
WH-PLM50-007,0.004,,,3250,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,27,,PCS,50
WH-PLM50-006,0.004,,,3300,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,27,,PCS,50
WH-PLM50-005,0.009,,,3350,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,2,,2,27,,PCS,50
WH-PLM50-004,0.005,,,3400,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,27,,PCS,50
WH-PLM50-003,0.004,,,3500,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,21,,PCS,50
WH-PLM50-002,0.005,,,3650,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,27,,PCS,50
WH-PLM50-001,0.004,,,3900,,50 Width AAA Moulded (https://app.notion.com/p/50-Width-AAA-Moulded-3ba587ac8c7880409022c3b894e78107?pvs=21),🟢 Available,,0,1,,1,21,,PCS,50
WH-PLM60-065,0.002,AAA,,1500,BT-1208-003 60WAMD (https://app.notion.com/p/BT-1208-003-60WAMD-3ba587ac8c78803294c6f77d9c6321a9?pvs=21),60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,1,,1,21,,,60
WH-PLM60-064,0.012,AAA,,1500,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,5,,5,27,,,60
WH-PLM60-063,0.002,AAA,,1550,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,1,,1,21,,,60
WH-PLM60-062,0.008,AAA,,1550,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,3,,3,27,,,60
WH-PLM60-061,0.010,AAA,,1600,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,4,,4,27,,,60
WH-PLM60-060,0.006,AAA,,1650,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,3,,3,21,,,60
WH-PLM60-059,0.006,AAA,,1700,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,3,,3,21,,,60
WH-PLM60-058,0.011,AAA,,1700,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,4,,4,27,,,60
WH-PLM60-057,0.007,AAA,,1750,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,3,,3,21,,,60
WH-PLM60-056,0.006,AAA,,1750,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,2,,2,27,,,60
WH-PLM60-055,0.005,AAA,,1800,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,2,,2,21,,,60
WH-PLM60-054,0.006,AAA,,1800,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,2,,2,27,,,60
WH-PLM60-053,0.002,AAA,,1850,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,1,,1,21,,,60
WH-PLM60-052,0.003,AAA,,1850,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,1,,1,27,,,60
WH-PLM60-051,0.002,AAA,,1900,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,1,,1,21,,,60
WH-PLM60-050,0.012,AAA,,1900,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,4,,4,27,,,60
WH-PLM60-049,0.007,AAA,,1950,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,3,,3,21,,,60
WH-PLM60-048,0.009,AAA,,1950,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,3,,3,27,,,60
WH-PLM60-047,0.010,AAA,,2000,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,4,,4,21,,,60
WH-PLM60-046,0.013,AAA,,2000,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,4,,4,27,,,60
WH-PLM60-045,0.008,AAA,,2050,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,3,,3,21,,,60
WH-PLM60-044,0.003,AAA,,2050,,60 Width AAA Moulded (https://app.notion.com/p/60-Width-AAA-Moulded-3ba587ac8c78800da582ca31d3f6b63e?pvs=21),🟢 Available,,0,1,,1,27,,,60
